timestamp,open,high,low,close,volume,datetime
1636329600000,2526.0,2537.0,2416.0,2443.0,646700,2021-11-08
1636416000000,2467.0,2504.0,2372.0,2375.0,456000,2021-11-09
1636502400000,2380.0,2423.0,2379.0,2387.0,244600,2021-11-10
1636588800000,2387.0,2409.0,2357.0,2402.0,185500,2021-11-11
1636675200000,2399.0,2425.0,2377.0,2403.0,273100,2021-11-12
1636934400000,2425.0,2439.0,2401.0,2403.0,217900,2021-11-15
1637020800000,2425.0,2445.0,2402.0,2441.0,215800,2021-11-16
1637107200000,2421.0,2421.0,2381.0,2392.0,230300,2021-11-17
1637193600000,2385.0,2401.0,2370.0,2379.0,173900,2021-11-18
1637280000000,2365.0,2372.0,2297.0,2325.0,509700,2021-11-19
1637539200000,2300.0,2331.0,2276.0,2317.0,307700,2021-11-22
1637712000000,2320.0,2351.0,2318.0,2326.0,226500,2021-11-24
1637798400000,2332.0,2335.0,2297.0,2300.0,121700,2021-11-25
1637884800000,2280.0,2284.0,2228.0,2250.0,176500,2021-11-26
1638144000000,2207.0,2253.0,2204.0,2208.0,196300,2021-11-29
1638230400000,2232.0,2267.0,2199.0,2199.0,347000,2021-11-30
1638316800000,2216.0,2235.0,2193.0,2224.0,166300,2021-12-01
1638403200000,2215.0,2243.0,2211.0,2221.0,317200,2021-12-02
1638489600000,2242.0,2288.0,2241.0,2283.0,197600,2021-12-03
1638748800000,2280.0,2305.0,2275.0,2277.0,157400,2021-12-06
1638835200000,2300.0,2335.0,2288.0,2328.0,154400,2021-12-07
1638921600000,2370.0,2377.0,2343.0,2346.0,198500,2021-12-08
1639008000000,2365.0,2378.0,2349.0,2357.0,132200,2021-12-09
1639094400000,2349.0,2355.0,2320.0,2332.0,147100,2021-12-10
1639353600000,2329.0,2340.0,2285.0,2292.0,163800,2021-12-13
1639440000000,2295.0,2322.0,2295.0,2311.0,216700,2021-12-14
1639526400000,2301.0,2345.0,2301.0,2332.0,143700,2021-12-15
1639612800000,2350.0,2366.0,2330.0,2341.0,147600,2021-12-16
1639699200000,2333.0,2333.0,2257.0,2268.0,522800,2021-12-17
1639958400000,2253.0,2259.0,2211.0,2227.0,211000,2021-12-20
1640044800000,2244.0,2268.0,2226.0,2261.0,152600,2021-12-21
1640131200000,2272.0,2287.0,2267.0,2276.0,124200,2021-12-22
1640217600000,2270.0,2277.0,2237.0,2256.0,206500,2021-12-23
1640304000000,2263.0,2263.0,2227.0,2234.0,142700,2021-12-24
1640563200000,2231.0,2243.0,2215.0,2221.0,143400,2021-12-27
1640649600000,2235.0,2268.0,2229.0,2266.0,162100,2021-12-28
1640736000000,2260.0,2287.0,2258.0,2274.0,143800,2021-12-29
1640822400000,2261.0,2277.0,2249.0,2259.0,94100,2021-12-30
1641254400000,2287.0,2316.0,2265.0,2310.0,154400,2022-01-04
1641340800000,2305.0,2320.0,2295.0,2317.0,153300,2022-01-05
1641427200000,2305.0,2339.0,2284.0,2292.0,267400,2022-01-06
1641513600000,2292.0,2302.0,2227.0,2243.0,285900,2022-01-07
1641859200000,2210.0,2212.0,2147.0,2195.0,416500,2022-01-11
1641945600000,2197.0,2258.0,2191.0,2254.0,226500,2022-01-12
1642032000000,2237.0,2267.0,2214.0,2219.0,355200,2022-01-13
1642118400000,2221.0,2241.0,2206.0,2216.0,217000,2022-01-14
1642377600000,2225.0,2258.0,2222.0,2253.0,101100,2022-01-17
1642464000000,2267.0,2276.0,2238.0,2249.0,132600,2022-01-18
1642550400000,2222.0,2243.0,2213.0,2241.0,188600,2022-01-19
1642636800000,2228.0,2287.0,2225.0,2265.0,215200,2022-01-20
1642723200000,2267.0,2295.0,2237.0,2290.0,144700,2022-01-21
1642982400000,2279.0,2290.0,2263.0,2281.0,99000,2022-01-24
1643068800000,2270.0,2270.0,2216.0,2247.0,205400,2022-01-25
1643155200000,2230.0,2263.0,2230.0,2249.0,110600,2022-01-26
1643241600000,2251.0,2261.0,2156.0,2163.0,306300,2022-01-27
1643328000000,2181.0,2219.0,2150.0,2212.0,276600,2022-01-28
1643587200000,2230.0,2242.0,2206.0,2234.0,245100,2022-01-31
1643673600000,2223.0,2272.0,2220.0,2240.0,173100,2022-02-01
1643760000000,2256.0,2315.0,2256.0,2312.0,202700,2022-02-02
1643846400000,2300.0,2332.0,2295.0,2306.0,150100,2022-02-03
1643932800000,2301.0,2325.0,2276.0,2316.0,183200,2022-02-04
1644192000000,2303.0,2309.0,2273.0,2276.0,197000,2022-02-07
1644278400000,2273.0,2273.0,2203.0,2238.0,470700,2022-02-08
1644364800000,2262.0,2300.0,2242.0,2290.0,343300,2022-02-09
1644451200000,2332.0,2344.0,2303.0,2323.0,210200,2022-02-10
1644796800000,2299.0,2332.0,2288.0,2318.0,206300,2022-02-14
1644883200000,2335.0,2426.0,2330.0,2419.0,657300,2022-02-15
1644969600000,2430.0,2441.0,2297.0,2332.0,583700,2022-02-16
1645056000000,2382.0,2408.0,2350.0,2382.0,334800,2022-02-17
1645142400000,2336.0,2364.0,2321.0,2336.0,199000,2022-02-18
1645401600000,2320.0,2389.0,2314.0,2358.0,271100,2022-02-21
1645488000000,2330.0,2355.0,2302.0,2347.0,186500,2022-02-22
1645660800000,2339.0,2344.0,2291.0,2324.0,225400,2022-02-24
1645747200000,2303.0,2328.0,2286.0,2327.0,207500,2022-02-25
1646006400000,2308.0,2341.0,2288.0,2338.0,255900,2022-02-28
1646092800000,2370.0,2393.0,2359.0,2382.0,205200,2022-03-01
1646179200000,2360.0,2382.0,2327.0,2342.0,284400,2022-03-02
1646265600000,2358.0,2360.0,2316.0,2317.0,110600,2022-03-03
1646352000000,2324.0,2327.0,2284.0,2313.0,283800,2022-03-04
1646611200000,2271.0,2288.0,2241.0,2274.0,290000,2022-03-07
1646697600000,2245.0,2265.0,2163.0,2166.0,376900,2022-03-08
1646784000000,2152.0,2162.0,2122.0,2125.0,280600,2022-03-09
1646870400000,2151.0,2195.0,2142.0,2175.0,381900,2022-03-10
1646956800000,2153.0,2177.0,2126.0,2169.0,275300,2022-03-11
1647216000000,2185.0,2208.0,2162.0,2199.0,261100,2022-03-14
1647302400000,2205.0,2223.0,2181.0,2184.0,318400,2022-03-15
1647388800000,2199.0,2222.0,2182.0,2196.0,306400,2022-03-16
1647475200000,2240.0,2258.0,2215.0,2241.0,348900,2022-03-17
1647561600000,2254.0,2296.0,2245.0,2285.0,603400,2022-03-18
1647907200000,2313.0,2317.0,2250.0,2255.0,319100,2022-03-22
1647993600000,2287.0,2364.0,2287.0,2352.0,506500,2022-03-23
1648080000000,2331.0,2343.0,2304.0,2319.0,247500,2022-03-24
1648166400000,2328.0,2329.0,2292.0,2296.0,381500,2022-03-25
1648425600000,2312.0,2339.0,2302.0,2318.0,298600,2022-03-28
1648512000000,2329.0,2329.0,2295.0,2309.0,409000,2022-03-29
1648598400000,2276.0,2276.0,2222.0,2246.0,368300,2022-03-30
1648684800000,2236.0,2263.0,2218.0,2247.0,289200,2022-03-31
1648771200000,2242.0,2277.0,2227.0,2267.0,214200,2022-04-01
1649030400000,2298.0,2350.0,2290.0,2341.0,359800,2022-04-04
1649116800000,2334.0,2334.0,2288.0,2308.0,275200,2022-04-05
1649203200000,2298.0,2323.0,2281.0,2281.0,238300,2022-04-06
1649289600000,2241.0,2280.0,2227.0,2260.0,295900,2022-04-07
1649376000000,2277.0,2284.0,2227.0,2244.0,249200,2022-04-08
1649635200000,2226.0,2237.0,2197.0,2200.0,159100,2022-04-11
1649721600000,2210.0,2222.0,2179.0,2182.0,177200,2022-04-12
1649808000000,2177.0,2193.0,2169.0,2192.0,178800,2022-04-13
1649894400000,2190.0,2227.0,2190.0,2219.0,157400,2022-04-14
1649980800000,2196.0,2213.0,2186.0,2202.0,138500,2022-04-15
1650240000000,2180.0,2186.0,2135.0,2142.0,184700,2022-04-18
1650326400000,2141.0,2157.0,2113.0,2149.0,280100,2022-04-19
1650412800000,2146.0,2185.0,2132.0,2178.0,255800,2022-04-20
