timestamp,open,high,low,close,volume,datetime
1636329600000,2800.0,2897.0,2790.0,2851.0,3453700,2021-11-08
1636416000000,2861.0,2875.0,2741.0,2744.0,1801000,2021-11-09
1636502400000,2675.0,2687.0,2556.0,2563.0,4127500,2021-11-10
1636588800000,2600.0,2649.0,2515.0,2645.0,2691400,2021-11-11
1636675200000,2639.0,2688.0,2621.0,2671.0,1362400,2021-11-12
1636934400000,2674.0,2730.0,2654.0,2655.0,811500,2021-11-15
1637020800000,2654.0,2701.0,2647.0,2665.0,697500,2021-11-16
1637107200000,2638.0,2649.0,2585.0,2608.0,1029700,2021-11-17
1637193600000,2580.0,2608.0,2560.0,2602.0,737700,2021-11-18
1637280000000,2601.0,2630.0,2552.0,2563.0,1170200,2021-11-19
1637539200000,2500.0,2512.0,2465.0,2501.0,1395900,2021-11-22
1637712000000,2490.0,2532.0,2474.0,2497.0,1311600,2021-11-24
1637798400000,2475.0,2481.0,2422.0,2462.0,1786000,2021-11-25
1637884800000,2455.0,2455.0,2305.0,2322.0,3037500,2021-11-26
1638144000000,2250.0,2272.0,2212.0,2227.0,2830600,2021-11-29
1638230400000,2254.0,2274.0,2140.0,2141.0,2239100,2021-11-30
1638316800000,2153.0,2199.0,2140.0,2188.0,1604900,2021-12-01
1638403200000,2151.0,2176.0,2120.0,2140.0,1953100,2021-12-02
1638489600000,2197.0,2269.0,2193.0,2269.0,2444600,2021-12-03
1638748800000,2252.0,2290.0,2233.0,2254.0,1092700,2021-12-06
1638835200000,2304.0,2352.0,2269.0,2337.0,2402300,2021-12-07
1638921600000,2328.0,2355.0,2311.0,2338.0,1197000,2021-12-08
1639008000000,2336.0,2353.0,2294.0,2308.0,1111000,2021-12-09
1639094400000,2305.0,2319.0,2268.0,2276.0,886500,2021-12-10
1639353600000,2307.0,2310.0,2237.0,2255.0,989300,2021-12-13
1639440000000,2212.0,2221.0,2180.0,2215.0,1677400,2021-12-14
1639526400000,2182.0,2267.0,2174.0,2245.0,1186600,2021-12-15
1639612800000,2288.0,2293.0,2255.0,2266.0,801400,2021-12-16
1639699200000,2264.0,2285.0,2232.0,2245.0,864300,2021-12-17
1639958400000,2207.0,2214.0,2163.0,2171.0,1139400,2021-12-20
1640044800000,2214.0,2224.0,2190.0,2208.0,744200,2021-12-21
1640131200000,2250.0,2262.0,2220.0,2226.0,958900,2021-12-22
1640217600000,2230.0,2297.0,2221.0,2283.0,1423800,2021-12-23
1640304000000,2327.0,2349.0,2290.0,2303.0,1086200,2021-12-24
1640563200000,2295.0,2308.0,2275.0,2287.0,625300,2021-12-27
1640649600000,2315.0,2335.0,2268.0,2281.0,847900,2021-12-28
1640736000000,2291.0,2313.0,2285.0,2311.0,837300,2021-12-29
1640822400000,2300.0,2326.0,2280.0,2316.0,750400,2021-12-30
1641254400000,2339.0,2365.0,2319.0,2354.0,1090300,2022-01-04
